"unitid","institution name","year","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women"
"460020","Fortis College-Columbia","2022","0","0","77","3","0","18","3","0","0","0","79","0","0","77","3","0","18","3","0","0","0","79",,,,,,,,,,,
"460093","Ross Medical Education Center-Davison","2022","0","3","3","0","3","31","0","60","0","6","97","0","3","3","0","3","31","0","60","0","6","97",,,,,,,,,,,
"460109","Ross Medical Education Center-Granger","2022","0","0","27","11","0","23","2","33","3","0","97","0","0","27","11","0","23","2","33","3","0","97",,,,,,,,,,,
"460118","Ross Medical Education Center-Niles","2022","0","0","24","5","0","24","5","42","0","0","98","0","0","24","5","0","24","5","42","0","0","98",,,,,,,,,,,
"460127","Ross Medical Education Center-Canton","2022","0","0","19","3","0","23","1","53","0","0","92","0","0","19","3","0","23","1","53","0","0","92",,,,,,,,,,,
"460136","Pima Medical Institute-Houston","2022","1","9","20","49","0","16","4","0","0","10","84","1","9","20","49","0","16","4","0","0","10","84",,,,,,,,,,,
"460145","Illinois Media School-Chicago Campus","2022","0","0","85","7","0","9","0","0","0","0","39","0","0","85","7","0","9","0","0","0","0","39",,,,,,,,,,,
"460172","Miller-Motte College-STVT-San Antonio","2022","1","1","6","69","1","19","3","1","0","1","10","1","1","6","69","1","19","3","1","0","1","10",,,,,,,,,,,
"460181","Concorde Career College-Dallas","2022","1","3","30","32","0","11","0","22","0","3","85","1","3","30","32","0","11","0","22","0","3","85",,,,,,,,,,,
"460190","Concorde Career Institute-Orlando","2022","0","2","29","38","1","13","2","16","0","2","84","0","2","29","38","1","13","2","16","0","2","84",,,,,,,,,,,
"460206","Concorde Career College-San Antonio","2022","0","3","8","43","1","13","0","31","0","3","76","0","3","8","43","1","13","0","31","0","3","76",,,,,,,,,,,
"460349","Johnson & Wales University-Online","2022","1","3","23","16","0","48","1","7","1","3","69","1","3","23","17","0","45","1","8","1","3","70","1","3","23","11","0","54","1","4","2","3","68"
"460376","Fairfax University of America","2022","0","5","0","2","0","2","0","0","91","5","49","0","9","0","9","0","0","0","0","82","9","45","0","3","0","0","0","3","0","0","94","3","50"
"460385","Geisinger-Lewistown Hospital School of Nursing","2022","1","3","3","1","0","92","0","0","0","3","87","1","3","3","1","0","92","0","0","0","3","87",,,,,,,,,,,
"460394","Moreno Valley College","2022","0","5","10","67","0","13","4","1","0","5","58","0","5","10","67","0","13","4","1","0","5","58",,,,,,,,,,,
"460464","Norco College","2022","0","11","6","59","0","17","4","2","0","11","54","0","11","6","59","0","17","4","2","0","11","54",,,,,,,,,,,
"460482","Dorsey College-Saginaw","2022","2","1","56","7","0","28","7","0","0","1","91","2","1","56","7","0","28","7","0","0","1","91",,,,,,,,,,,
"460516","Milan Institute of Cosmetology-La Quinta","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"460525","Milan Institute-Boise","2022","7","7","0","30","0","48","0","7","0","7","89","7","7","0","30","0","48","0","7","0","7","89",,,,,,,,,,,
"460534","Milan Institute of Cosmetology-El Paso","2022","0","1","8","82","0","6","1","2","0","1","98","0","1","8","82","0","6","1","2","0","1","98",,,,,,,,,,,
"460543","Universal Technical Institute-Dallas Fort Worth","2022","0","2","10","45","0","31","9","2","0","2","5","0","2","10","45","0","31","9","2","0","2","5",,,,,,,,,,,
"460677","ICPR Junior College","2022","0","0","0","100","0","0","0","0","0","0","79","0","0","0","100","0","0","0","0","0","0","79",,,,,,,,,,,
"460701","Artistic Nails and Beauty Academy-Lakeland","2022","0","0","38","32","0","26","5","0","0","0","88","0","0","38","32","0","26","5","0","0","0","88",,,,,,,,,,,
"460738","American Sentinel College of Nursing and Health Sciences","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"460756","Hawaii Medical College","2022","0","30","2","7","40","3","12","2","4","70","93","0","30","2","7","40","3","12","2","4","70","93",,,,,,,,,,,
"460765","Carolina College of Hair Design","2022","0","2","2","14","0","81","0","0","0","2","95","0","2","2","14","0","81","0","0","0","2","95",,,,,,,,,,,
"460808","College of Massage Therapy","2022","0","0","0","22","0","78","0","0","0","0","89","0","0","0","22","0","78","0","0","0","0","89",,,,,,,,,,,
"460817","Miller-Motte College-Jacksonville","2022","0","3","45","10","1","39","2","1","0","4","63","0","3","45","10","1","39","2","1","0","4","63",,,,,,,,,,,
"460826","Miller-Motte College-Augusta","2022","0","0","88","1","0","7","2","1","0","0","78","0","0","88","1","0","7","2","1","0","0","78",,,,,,,,,,,
"460835","Miller-Motte College-Conway","2022","0","0","61","2","0","32","3","2","0","0","69","0","0","61","2","0","32","3","2","0","0","69",,,,,,,,,,,
"460862","Aveda Institute-Portland","2022","1","3","2","16","0","61","2","15","0","3","97","1","3","2","16","0","61","2","15","0","3","97",,,,,,,,,,,
"460871","Chamberlain University-Virginia","2022","0","10","54","20","0","12","2","1","1","10","89","0","10","54","20","0","12","2","1","1","10","89",,,,,,,,,,,
"460914","Penrose Academy","2022","0","2","1","18","0","63","8","8","0","2","99","0","2","1","18","0","63","8","8","0","2","99",,,,,,,,,,,
"460932","Skin Institute","2022","0","0","18","4","0","79","0","0","0","0","100","0","0","18","4","0","79","0","0","0","0","100",,,,,,,,,,,
"460969","Beauty Academy of South Florida","2022","0","0","4","93","0","2","0","0","0","0","93","0","0","4","93","0","2","0","0","0","0","93",,,,,,,,,,,
"460978","Ogle School Hair Skin Nails-North Dallas","2022","1","3","43","22","0","24","5","1","0","3","98","1","3","43","22","0","24","5","1","0","3","98",,,,,,,,,,,
"460987","The Salon Professional Academy","2022","0","1","16","10","0","67","4","2","0","1","100","0","1","16","10","0","67","4","2","0","1","100",,,,,,,,,,,
"460996","The Salon Professional Academy-St Charles","2022","1","1","23","2","0","69","6","0","0","1","99","1","1","23","2","0","69","6","0","0","1","99",,,,,,,,,,,
"461014","Mildred Elley-New York Campus","2022","0","3","60","12","0","2","0","22","0","3","94","0","3","60","12","0","2","0","22","0","3","94",,,,,,,,,,,
"461023","National Paralegal College","2022","0","1","7","7","0","31","0","54","0","1","86","0","1","7","7","0","31","0","54","0","1","86","0","2","6","6","0","33","0","53","0","2","90"
"461032","Carolina College of Biblical Studies","2022","5","1","53","10","0","31","1","0","0","1","51","5","0","52","10","0","31","2","0","0","0","52","3","3","55","10","0","30","0","0","0","3","50"
"461087","Northeast Technology Center","2022","20","2","1","4","0","48","22","2","0","2","48","20","2","1","4","0","48","22","2","0","2","48",,,,,,,,,,,
"461111","Allstate Hairstyling & Barber College","2022","0","0","29","23","0","32","3","13","0","0","6","0","0","29","23","0","32","3","13","0","0","6",,,,,,,,,,,
"461120","Omega Graduate School","2022","0","5","49","3","3","40","0","0","0","8","44",,,,,,,,,,,,"0","5","49","3","3","40","0","0","0","8","44"
"461139","Jung Tao School of Classical Chinese Medicine","2022","0","4","2","1","0","89","1","2","0","4","81",,,,,,,,,,,,"0","4","2","1","0","89","1","2","0","4","81"
"461148","New York Film Academy","2022","0","3","9","11","0","17","2","4","54","3","42","0","3","9","14","0","19","2","5","48","3","40","0","3","7","3","0","8","3","1","74","3","49"
"461175","International College of Cosmetology","2022","3","32","13","39","2","3","1","7","3","33","92","3","32","13","39","2","3","1","7","3","33","92",,,,,,,,,,,
"461193","Bella Capelli Academy","2022","0","1","16","1","0","80","3","0","0","1","99","0","1","16","1","0","80","3","0","0","1","99",,,,,,,,,,,
"461218","Institute of Medical Careers","2022","3","0","54","1","0","37","0","6","0","0","93","3","0","54","1","0","37","0","6","0","0","93",,,,,,,,,,,
"461245","Flagler Technical College","2022","2","1","15","11","0","64","2","0","6","1","52","2","1","15","11","0","64","2","0","6","1","52",,,,,,,,,,,
"461254","Galaxy Medical College","2022","0","0","2","12","0","76","2","4","4","0","80","0","0","2","12","0","76","2","4","4","0","80",,,,,,,,,,,
"461263","American Medical Sciences Center","2022","1","6","6","61","1","23","2","0","1","7","93","1","6","6","61","1","23","2","0","1","7","93",,,,,,,,,,,
"461272","Mandalyn Academy","2022","0","2","0","21","4","66","7","0","0","6","100","0","2","0","21","4","66","7","0","0","6","100",,,,,,,,,,,
"461281","Jose Maria Vargas University","2022","0","0","0","88","0","0","0","0","12","0","92","0","0","0","88","0","0","0","0","12","0","93","0","0","0","82","0","0","0","0","18","0","82"
"461306","D A Dorsey Technical College","2022","1","4","76","16","0","1","2","0","0","4","70","1","4","76","16","0","1","2","0","0","4","70",,,,,,,,,,,
"461315","Keweenaw Bay Ojibwa Community College","2022","53","0","1","1","0","36","9","0","0","0","78","53","0","1","1","0","36","9","0","0","0","78",,,,,,,,,,,
"461324","Meridian Institute of Surgical Assisting","2022","0","0","11","14","0","69","6","0","0","0","79","0","0","11","14","0","69","6","0","0","0","79",,,,,,,,,,,
"461333","Mauna Loa Helicopters","2022","0","0","0","0","0","50","10","0","40","0","10","0","0","0","0","0","50","10","0","40","0","10",,,,,,,,,,,
"461342","Acaydia School of Aesthetics","2022","2","1","1","6","1","84","1","4","0","1","100","2","1","1","6","1","84","1","4","0","1","100",,,,,,,,,,,
"461379","Holistic Massage Training Institute","2022","0","3","66","3","0","28","0","0","0","3","78","0","3","66","3","0","28","0","0","0","3","78",,,,,,,,,,,
"461388","Diamonds College","2022","0","2","5","25","0","56","9","2","0","2","67","0","2","5","25","0","56","9","2","0","2","67",,,,,,,,,,,
"461412","Northern Virginia School of Therapeutic Massage","2022","0","8","50","10","0","22","3","7","0","8","71","0","8","50","10","0","22","3","7","0","8","71",,,,,,,,,,,
"461421","Paul Mitchell the School-St Louis","2022","0","0","30","1","0","64","1","3","0","0","95","0","0","30","1","0","64","1","3","0","0","95",,,,,,,,,,,
"461430","Advanced Training Institute","2022","1","6","17","43","3","19","3","7","0","9","7","1","6","17","43","3","19","3","7","0","9","7",,,,,,,,,,,
"461485","Shepherds Theological Seminary","2022","1","6","4","4","0","81","2","0","2","6","14",,,,,,,,,,,,"1","6","4","4","0","81","2","0","2","6","14"
"461494","Taylor Andrews Academy of Hair Design-West Jordan","2022","1","1","1","23","2","70","2","0","0","3","91","1","1","1","23","2","70","2","0","0","3","91",,,,,,,,,,,
"461500","Santa Ana Beauty Academy","2022","3","6","0","61","0","26","3","0","0","6","84","3","6","0","61","0","26","3","0","0","6","84",,,,,,,,,,,
"461528","Manna University","2022","2","1","14","13","1","55","6","0","8","2","46","1","1","14","17","1","54","7","0","6","2","51","5","3","14","2","0","58","3","0","15","3","34"
"461537","Evolve Beauty Academy","2022","0","0","3","3","0","92","3","0","0","0","97","0","0","3","3","0","92","3","0","0","0","97",,,,,,,,,,,
"461555","Aveda Institute-New Mexico","2022","2","1","1","59","0","37","1","0","0","1","94","2","1","1","59","0","37","1","0","0","1","94",,,,,,,,,,,
"461573","American Trade School","2022","1","2","38","2","0","58","0","0","0","2","2","1","2","38","2","0","58","0","0","0","2","2",,,,,,,,,,,
"461582","Estelle Skin Care and Spa Institute","2022","2","8","19","37","0","29","1","2","2","8","99","2","8","19","37","0","29","1","2","2","8","99",,,,,,,,,,,
"461591","Paul Mitchell the School-Honolulu","2022","0","19","12","7","22","24","14","3","0","41","96","0","19","12","7","22","24","14","3","0","41","96",,,,,,,,,,,
"461607","Elite Cosmetology School","2022","3","7","8","42","2","30","0","8","0","9","86","3","7","8","42","2","30","0","8","0","9","86",,,,,,,,,,,
"461625","American Technical Institute","2022","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0",,,,,,,,,,,
"461643","Bergin University of Canine Studies","2022","0","0","0","8","0","54","8","17","13","0","92","0","0","0","12","0","59","12","0","18","0","94","0","0","0","0","0","43","0","57","0","0","86"
"461652","Aveda Institute-Boise","2022","1","2","5","20","0","62","7","0","2","2","94","1","2","5","20","0","62","7","0","2","2","94",,,,,,,,,,,
"461689","Pima Medical Institute-Aurora","2022","0","3","15","47","1","25","8","1","0","3","88","0","3","15","47","1","25","8","1","0","3","88",,,,,,,,,,,
"461704","Capilo School of Hair Design","2022","0","0","1","2","0","92","4","2","0","0","95","0","0","1","2","0","92","4","2","0","0","95",,,,,,,,,,,
"461713","Pure Aesthetics Natural Skincare School","2022","0","0","8","70","3","18","0","0","3","3","100","0","0","8","70","3","18","0","0","3","3","100",,,,,,,,,,,
"461722","Lindsey Institute of Cosmetology","2022","0","0","2","3","0","95","0","0","0","0","98","0","0","2","3","0","95","0","0","0","0","98",,,,,,,,,,,
"461740","Buckner Barber School","2022","0","0","50","17","0","0","17","17","0","0","13","0","0","50","17","0","0","17","17","0","0","13",,,,,,,,,,,
"461759","Simmons College of Kentucky","2022","0","0","89","0","0","0","1","8","0","0","48","0","0","89","0","0","0","1","8","0","0","48",,,,,,,,,,,
"461768","Atelier Esthetique Institute of Esthetics","2022","0","5","34","34","1","17","7","1","0","5","98","0","5","34","34","1","17","7","1","0","5","98",,,,,,,,,,,
"461786","Advanced College of Cosmetology","2022","0","0","0","15","0","85","0","0","0","0","100","0","0","0","15","0","85","0","0","0","0","100",,,,,,,,,,,
"461795","North American University","2022","0","3","10","4","0","6","1","40","37","3","36","0","2","18","5","0","3","1","42","30","2","26","0","5","1","1","0","11","0","38","45","5","47"
"461810","United Beauty College","2022","0","72","0","8","0","20","0","0","0","72","64","0","72","0","8","0","20","0","0","0","72","64",,,,,,,,,,,
"461829","Cinta Aveda Institute","2022","1","7","16","27","2","26","7","14","0","10","74","1","7","16","27","2","26","7","14","0","10","74",,,,,,,,,,,
"461838","Long Island Nail Skin & Hair Institute","2022","2","0","28","27","0","35","5","3","0","0","99","2","0","28","27","0","35","5","3","0","0","99",,,,,,,,,,,
"461847","Keser Torah-Mayan Hatalmud","2022","0","0","0","0","0","81","0","0","19","0","0","0","0","0","0","0","81","0","0","19","0","0",,,,,,,,,,,
"461856","Southern California Health Institute","2022","0","6","19","47","0","20","0","8","0","6","53","0","6","19","47","0","20","0","8","0","6","53",,,,,,,,,,,
"461865","Best Care College","2022","0","0","100","0","0","0","0","0","0","0","92","0","0","100","0","0","0","0","0","0","0","92",,,,,,,,,,,
"461874","First Class Cosmetology School","2022","0","0","28","20","0","52","0","0","0","0","87","0","0","28","20","0","52","0","0","0","0","87",,,,,,,,,,,
"461883","Millennia Atlantic University","2022","0","0","1","16","0","0","0","0","83","0","56","0","0","2","24","0","0","0","0","74","0","52","0","0","0","10","0","0","0","0","90","0","58"
"461892","Abcott Institute","2022","0","0","90","0","0","8","0","0","1","0","86","0","0","90","0","0","8","0","0","1","0","86",,,,,,,,,,,
"461908","The Salon Professional Academy-Kenosha","2022","0","0","33","19","0","43","5","0","0","0","100","0","0","33","19","0","43","5","0","0","0","100",,,,,,,,,,,
"461917","Paul Mitchell the School-Indianapolis","2022","0","2","5","7","0","84","0","1","0","2","100","0","2","5","7","0","84","0","1","0","2","100",,,,,,,,,,,
"461926","Taylor Andrews Academy-St George","2022","1","1","0","10","1","82","5","2","0","1","99","1","1","0","10","1","82","5","2","0","1","99",,,,,,,,,,,
"461944","Protege Academy","2022","1","0","21","5","0","67","6","0","0","0","99","1","0","21","5","0","67","6","0","0","0","99",,,,,,,,,,,
"461953","Colorado Academy of Veterinary Technology","2022","0","0","11","11","0","75","4","0","0","0","96","0","0","11","11","0","75","4","0","0","0","96",,,,,,,,,,,
"461962","Northeast Technical Institute","2022","0","1","14","1","0","81","1","0","0","1","23","0","1","14","1","0","81","1","0","0","1","23",,,,,,,,,,,
"461999","Elite School of Cosmetology","2022","1","8","21","8","0","60","2","0","0","8","94","1","8","21","8","0","60","2","0","0","8","94",,,,,,,,,,,
"462008","Paul Mitchell the School-Las Vegas","2022","0","5","10","19","2","38","25","0","1","7","94","0","5","10","19","2","38","25","0","1","7","94",,,,,,,,,,,
"462017","Summit Salon Academy-Kokomo","2022","0","0","15","13","0","70","2","0","0","0","86","0","0","15","13","0","70","2","0","0","0","86",,,,,,,,,,,
"462035","Florida Academy","2022","0","1","21","40","0","34","4","0","0","1","64","0","1","21","40","0","34","4","0","0","1","64",,,,,,,,,,,
"462044","Institute for Doctoral Studies in the Visual Arts","2022","1","2","16","11","0","63","1","2","3","2","76",,,,,,,,,,,,"1","2","16","11","0","63","1","2","3","2","76"
"462053","State Career College","2022","0","2","56","42","0","0","0","0","0","2","96","0","2","56","42","0","0","0","0","0","2","96",,,,,,,,,,,
"462062","Academy for Salon Professionals","2022","0","2","8","65","2","20","3","0","0","4","100","0","2","8","65","2","20","3","0","0","4","100",,,,,,,,,,,
"462071","Paul Mitchell the School-Spokane","2022","3","1","4","6","0","72","14","1","0","1","78","3","1","4","6","0","72","14","1","0","1","78",,,,,,,,,,,
"462336","International College of Beauty Arts & Sciences","2022","0","0","18","35","3","42","0","2","0","3","94","0","0","18","35","3","42","0","2","0","3","94",,,,,,,,,,,
"462345","The Salon Professional Academy","2022","0","3","6","23","3","51","14","0","0","6","100","0","3","6","23","3","51","14","0","0","6","100",,,,,,,,,,,
"462354","John Paul the Great Catholic University","2022","0","5","1","31","1","44","7","11","0","6","50","0","5","1","31","1","44","7","11","0","6","50",,,,,,,,,,,
"463056","University of Connecticut-Hartford Campus","2022","0","16","14","19","0","44","4","1","2","16","50","0","16","14","19","0","44","4","1","2","16","50",,,,,,,,,,,
"464226","Ottawa University-Surprise","2022","2","13","9","26","1","35","6","1","8","14","52","2","2","10","34","1","40","6","1","3","3","45","2","33","5","12","0","27","5","1","16","33","63"
"466921","Chamberlain University-Missouri","2022","0","3","26","4","0","63","2","2","0","3","94","0","3","26","4","0","63","2","2","0","3","94",,,,,,,,,,,
"466930","Chamberlain University-Texas","2022","0","16","40","25","0","16","2","1","0","16","87","0","16","40","25","0","16","2","1","0","16","87",,,,,,,,,,,
"467094","Continental School of Beauty Culture-Mattydale","2022","0","2","21","3","0","66","6","2","0","2","99","0","2","21","3","0","66","6","2","0","2","99",,,,,,,,,,,
"467368","Carrington College-Ontario","2022","0","3","3","75","0","15","5","0","0","3","90","0","3","3","75","0","15","5","0","0","3","90",,,,,,,,,,,
"467863","Paul Mitchell the School-Columbia","2022","0","0","48","3","0","44","4","1","0","0","82","0","0","48","3","0","44","4","1","0","0","82",,,,,,,,,,,
"467872","Paul Mitchell the School-Charleston","2022","1","1","38","7","0","50","2","0","0","1","96","1","1","38","7","0","50","2","0","0","1","96",,,,,,,,,,,
"467906","Kenneth Shuler School of Cosmetology-Greenville","2022","0","1","27","5","0","67","0","1","0","1","99","0","1","27","5","0","67","0","1","0","1","99",,,,,,,,,,,
"468246","Northwest College-Eugene","2022","1","1","4","7","4","76","6","1","0","5","91","1","1","4","7","4","76","6","1","0","5","91",,,,,,,,,,,
"468255","Northwest College-Tualatin","2022","0","0","8","17","0","67","8","0","0","0","83","0","0","8","17","0","67","8","0","0","0","83",,,,,,,,,,,
"468291","San Joaquin Valley College-Hanford Classroom","2022","0","4","3","77","0","14","3","0","0","4","89","0","4","3","77","0","14","3","0","0","4","89",,,,,,,,,,,
"468769","CET-Soledad","2022","0","0","0","99","0","1","0","0","0","0","3","0","0","0","99","0","1","0","0","0","0","3",,,,,,,,,,,
"468848","UEI College-Oceanside","2022","0","1","3","30","1","5","2","57","0","2","49","0","1","3","30","1","5","2","57","0","2","49",,,,,,,,,,,
"468893","Paul Mitchell the School-New Orleans","2022","0","1","41","8","0","44","2","4","1","1","97","0","1","41","8","0","44","2","4","1","1","97",,,,,,,,,,,
"468909","UEI College-Garden Grove","2022","0","1","2","25","0","1","1","70","0","2","60","0","1","2","25","0","1","1","70","0","2","60",,,,,,,,,,,
"468963","New England Tractor Trailer Training School of Massachusetts","2022","0","1","13","46","0","30","1","9","0","1","6","0","1","13","46","0","30","1","9","0","1","6",,,,,,,,,,,
"469416","Dewey University-Manati","2022","0","0","0","100","0","0","0","0","0","0","78","0","0","0","100","0","0","0","0","0","0","78",,,,,,,,,,,
"469610","Allen School-Phoenix","2022","0","0","22","78","0","0","0","0","0","0","89","0","0","22","78","0","0","0","0","0","0","89",,,,,,,,,,,
"469629","Oklahoma Technical College","2022","22","1","11","7","1","53","0","3","0","3","13","22","1","11","7","1","53","0","3","0","3","13",,,,,,,,,,,
"469911","Unitech Training Academy-Alexandria","2022","0","0","45","0","0","45","0","9","0","0","94","0","0","45","0","0","45","0","9","0","0","94",,,,,,,,,,,
"469957","Aveda Institute-Los Angeles","2022","4","0","21","29","0","42","4","0","0","0","100","4","0","21","29","0","42","4","0","0","0","100",,,,,,,,,,,
"470038","UEI College-Riverside","2022","0","0","4","29","0","2","1","62","0","0","54","0","0","4","29","0","2","1","62","0","0","54",,,,,,,,,,,
"470047","WellSpring School of Allied Health-Lawrence","2022","0","0","11","3","0","76","11","0","0","0","71","0","0","11","3","0","76","11","0","0","0","71",,,,,,,,,,,
"470296","Manuel and Theresa's School of Hair Design-Victoria","2022","0","0","0","87","0","13","0","0","0","0","100","0","0","0","87","0","13","0","0","0","0","100",,,,,,,,,,,
"470393","Tricoci University of Beauty Culture-Chicago NE","2022","0","2","55","26","0","13","3","0","1","2","94","0","2","55","26","0","13","3","0","1","2","94",,,,,,,,,,,
"474863","Los Angeles Pacific University","2022","1","9","18","43","2","19","4","5","0","11","81","1","8","18","44","1","19","4","5","0","10","82","0","13","22","37","3","18","3","4","0","16","74"
"474915","Avalon Institute-Phoenix","2022","2","2","10","38","0","38","5","6","0","2","99","2","2","10","38","0","38","5","6","0","2","99",,,,,,,,,,,
"474924","Avalon Institute-Layton","2022","1","2","1","26","1","67","2","0","0","3","97","1","2","1","26","1","67","2","0","0","3","97",,,,,,,,,,,
"475015","Aveda Institute-Des Moines","2022","0","2","4","6","1","78","2","7","0","3","99","0","2","4","6","1","78","2","7","0","3","99",,,,,,,,,,,
"475024","Fortis Institute-Lawrenceville","2022","0","1","57","25","0","12","4","0","0","1","67","0","1","57","25","0","12","4","0","0","1","67",,,,,,,,,,,
"475033","Relay Graduate School of Education","2022","0","5","38","21","0","29","3","1","3","5","75","0","6","29","16","0","41","2","4","3","6","82","0","5","38","21","0","28","3","1","4","5","75"
"475060","Miller-Motte College-Macon","2022","0","0","88","1","0","7","3","0","0","0","91","0","0","88","1","0","7","3","0","0","0","91",,,,,,,,,,,
"475121","South University-Savannah Online","2022","1","1","39","17","1","34","3","3","0","2","78","1","1","42","13","1","36","4","3","0","1","78","1","3","30","30","0","30","1","3","1","3","80"
"475176","San Joaquin Valley College-Temecula","2022","2","5","6","60","1","21","2","2","0","7","44","2","5","6","60","1","21","2","2","0","7","44",,,,,,,,,,,
"475200","Whitworth University-Adult Degree Programs","2022","5","2","4","10","1","75","4","0","0","2","70","5","2","4","10","1","75","4","0","0","2","70",,,,,,,,,,,
"475228","The Colleges of Law at Santa Barbara","2022","1","5","1","36","0","39","7","11","0","5","66",,,,,,,,,,,,"1","5","1","36","0","39","7","11","0","5","66"
"475237","The University of America","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"475273","Springfield College-Regional, Online, and Continuing Education","2022","1","1","34","26","0","31","3","3","0","2","77","1","1","36","30","0","25","3","4","0","1","81","2","2","30","16","1","44","3","2","1","3","68"
"475282","Marian Health Careers Center-Van Nuys Campus","2022","2","54","8","32","0","4","0","0","0","54","72","2","54","8","32","0","4","0","0","0","54","72",,,,,,,,,,,
"475325","Milan Institute-Las Vegas","2022","0","3","37","37","2","9","2","9","0","5","98","0","3","37","37","2","9","2","9","0","5","98",,,,,,,,,,,
"475398","Catholic Distance University","2022","0","5","3","15","0","70","2","5","0","5","45","0","5","3","21","0","61","4","5","0","5","49","0","4","3","11","0","76","0","5","0","4","41"
"475404","New York School of Esthetics & Day Spa","2022","0","0","17","30","0","32","3","18","0","0","99","0","0","17","30","0","32","3","18","0","0","99",,,,,,,,,,,
"475413","Panache Academy of Beauty","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"475422","Finger Lakes Health College of Nursing & Health Sciences","2022","0","3","35","3","0","59","0","0","0","3","95","0","3","35","3","0","59","0","0","0","3","95",,,,,,,,,,,
"475431","ASI Career Institute","2022","0","4","33","18","0","45","0","0","0","4","92","0","4","33","18","0","45","0","0","0","4","92",,,,,,,,,,,
"475468","Christine Valmy International School of Esthetics & Cosmetology","2022","0","1","15","37","0","36","4","1","6","1","99","0","1","15","37","0","36","4","1","6","1","99",,,,,,,,,,,
"475477","City College-Hollywood","2022","0","2","23","39","1","22","5","8","1","3","67","0","2","23","39","1","22","5","8","1","3","67",,,,,,,,,,,
"475486","Paul Mitchell the School-Arlington","2022","2","2","25","28","0","29","7","7","0","2","82","2","2","25","28","0","29","7","7","0","2","82",,,,,,,,,,,
"475495","Rocky Mountain University of Health Professions","2022","1","6","8","6","0","72","4","3","0","6","70",,,,,,,,,,,,"1","6","8","6","0","72","4","3","0","6","70"
"475547","Paul Mitchell the School-Fort Myers","2022","0","0","5","13","1","64","16","1","0","1","79","0","0","5","13","1","64","16","1","0","1","79",,,,,,,,,,,
"475556","Paul Mitchell the School-Raleigh","2022","1","2","40","8","1","47","1","0","0","3","93","1","2","40","8","1","47","1","0","0","3","93",,,,,,,,,,,
"475565","CUNY Stella and Charles Guttman Community College","2022","0","5","30","54","0","5","3","0","3","5","45","0","5","30","54","0","5","3","0","3","5","45",,,,,,,,,,,
"475574","Lil Lou's Beauty and Barber College","2022","0","0","92","5","0","3","0","0","0","0","55","0","0","92","5","0","3","0","0","0","0","55",,,,,,,,,,,
"475608","Criswell College","2022","1","4","12","17","0","61","2","3","0","4","37","0","2","12","14","0","65","3","3","0","2","36","2","7","12","24","0","51","0","2","0","7","41"
"475635","Beverly Hills Design Institute","2022","0","5","35","20","0","20","10","0","10","5","70","0","5","35","20","0","20","10","0","10","5","70",,,,,,,,,,,
"475653","Reflections Academy of Beauty","2022","0","0","43","11","0","29","18","0","0","0","96","0","0","43","11","0","29","18","0","0","0","96",,,,,,,,,,,
